Feature,Coefficient,Absolute_Coefficient
Date_2021-06-30,6.95209527039437e-08,6.95209527039437e-08
Date_2011-05-13,-6.945409154543805e-08,6.945409154543805e-08
Date_2020-11-04,-6.94047020253909e-08,6.94047020253909e-08
Date_2021-10-08,6.938492883064106e-08,6.938492883064106e-08
Date_2020-10-30,-6.924346166337619e-08,6.924346166337619e-08
Date_2017-02-14,6.922679130454671e-08,6.922679130454671e-08
Date_2016-03-29,6.918987876755436e-08,6.918987876755436e-08
Date_2015-07-25,-6.915604980166702e-08,6.915604980166702e-08
Date_2013-02-01,-6.911843159015735e-08,6.911843159015735e-08
Date_2013-02-28,-6.909540780509879e-08,6.909540780509879e-08
Date_2017-12-09,6.905610158919972e-08,6.905610158919972e-08
Date_2010-07-27,-6.895717783092269e-08,6.895717783092269e-08
Date_2011-07-05,-6.891998426385663e-08,6.891998426385663e-08
Date_2019-12-21,6.889747391724087e-08,6.889747391724087e-08
Date_2016-09-28,6.879102272253461e-08,6.879102272253461e-08
Date_2021-10-04,6.878150391415223e-08,6.878150391415223e-08
Date_2018-01-14,6.876242090803646e-08,6.876242090803646e-08
Date_2017-12-07,-6.873695171578965e-08,6.873695171578965e-08
Date_2020-02-26,-6.873647290283077e-08,6.873647290283077e-08
Date_2019-09-20,-6.872886417275869e-08,6.872886417275869e-08
Date_2016-06-10,-6.86720696280282e-08,6.86720696280282e-08
Date_2022-03-22,-6.865508923622781e-08,6.865508923622781e-08
Date_2013-07-26,6.857446783924374e-08,6.857446783924374e-08
Date_2020-02-17,6.855707552673045e-08,6.855707552673045e-08
Date_2012-09-10,-6.85067614628473e-08,6.85067614628473e-08
Date_2016-08-11,6.838755348176661e-08,6.838755348176661e-08
Date_2016-10-02,6.836971930132359e-08,6.836971930132359e-08
Date_2018-11-07,6.8287329349381e-08,6.8287329349381e-08
Date_2021-02-01,-6.828212021006041e-08,6.828212021006041e-08
Date_2012-11-29,-6.81575672530422e-08,6.81575672530422e-08
Date_2020-02-18,6.813639994326077e-08,6.813639994326077e-08
Date_2020-01-11,-6.811369183039145e-08,6.811369183039145e-08
Date_2014-02-01,6.795953916353047e-08,6.795953916353047e-08
Date_2010-06-14,6.795502802184335e-08,6.795502802184335e-08
Date_2018-07-31,6.787730526110417e-08,6.787730526110417e-08
Date_2022-02-20,-6.786403753253748e-08,6.786403753253748e-08
Date_2010-12-24,-6.780607946500171e-08,6.780607946500171e-08
Date_2018-12-14,-6.77766211640339e-08,6.77766211640339e-08
Date_2019-06-20,-6.774557596062104e-08,6.774557596062104e-08
Date_2010-11-06,-6.765861933830365e-08,6.765861933830365e-08
Date_2018-06-25,-6.761798028831809e-08,6.761798028831809e-08
Date_2019-07-08,-6.75353425792182e-08,6.75353425792182e-08
Date_2014-05-31,-6.749885267019536e-08,6.749885267019536e-08
Date_2017-07-29,6.74300412784494e-08,6.74300412784494e-08
Date_2021-08-03,6.742349586727406e-08,6.742349586727406e-08
Date_2011-10-10,6.738848615515581e-08,6.738848615515581e-08
Date_2019-04-25,-6.733760312923284e-08,6.733760312923284e-08
Date_2015-05-19,-6.731868412973887e-08,6.731868412973887e-08
Date_2014-09-26,-6.724827300821184e-08,6.724827300821184e-08
Date_2016-06-23,-6.724253357585857e-08,6.724253357585857e-08
Date_2014-05-19,-6.724084018764575e-08,6.724084018764575e-08
Date_2020-10-19,-6.721483033281795e-08,6.721483033281795e-08
Date_2011-09-22,6.717587480905445e-08,6.717587480905445e-08
Date_2011-10-08,6.71202133130664e-08,6.71202133130664e-08
Date_2012-06-29,6.711862466169854e-08,6.711862466169854e-08
Date_2015-06-21,-6.710841614635842e-08,6.710841614635842e-08
Date_2022-10-11,6.710299755233661e-08,6.710299755233661e-08
Date_2014-07-21,6.707428590386025e-08,6.707428590386025e-08
Date_2021-05-02,6.703074569003465e-08,6.703074569003465e-08
Date_2017-02-02,-6.702801751343282e-08,6.702801751343282e-08
Date_2014-07-26,6.702195055120752e-08,6.702195055120752e-08
Date_2011-07-24,-6.696826119719036e-08,6.696826119719036e-08
Date_2019-09-02,6.695414398245539e-08,6.695414398245539e-08
Date_2015-09-17,-6.685162813712321e-08,6.685162813712321e-08
Date_2013-08-28,6.684134495891691e-08,6.684134495891691e-08
Date_2015-12-25,6.682772156645981e-08,6.682772156645981e-08
Date_2011-10-19,6.682728537061248e-08,6.682728537061248e-08
Date_2015-05-10,-6.666145515459591e-08,6.666145515459591e-08
Date_2022-06-21,-6.66562333436483e-08,6.66562333436483e-08
Date_2014-04-23,6.661028357254804e-08,6.661028357254804e-08
Date_2018-05-14,6.66061990532383e-08,6.66061990532383e-08
Date_2018-04-16,-6.656757531968819e-08,6.656757531968819e-08
Date_2017-08-06,-6.656747660109796e-08,6.656747660109796e-08
Date_2012-09-17,6.652903995728335e-08,6.652903995728335e-08
Date_2012-01-27,-6.648847190545133e-08,6.648847190545133e-08
Date_2019-01-08,-6.645734927560622e-08,6.645734927560622e-08
Date_2021-11-18,-6.63944154094326e-08,6.63944154094326e-08
Date_2021-05-19,6.624800742534032e-08,6.624800742534032e-08
Date_2015-02-10,6.623349977671091e-08,6.623349977671091e-08
Date_2012-05-21,-6.620962702362207e-08,6.620962702362207e-08
Date_2012-12-15,-6.620938084134753e-08,6.620938084134753e-08
Date_2016-11-28,-6.611681328203434e-08,6.611681328203434e-08
Date_2022-02-10,-6.609680197885395e-08,6.609680197885395e-08
Date_2012-10-18,-6.608848982402551e-08,6.608848982402551e-08
Date_2022-07-07,-6.608670036285601e-08,6.608670036285601e-08
Date_2015-12-03,-6.608657432226286e-08,6.608657432226286e-08
Date_2017-11-17,6.608413424613865e-08,6.608413424613865e-08
Date_2018-07-10,6.60424234212111e-08,6.60424234212111e-08
Date_2016-04-17,6.5887201296363e-08,6.5887201296363e-08
Date_2014-05-17,6.583473150272844e-08,6.583473150272844e-08
Date_2014-03-08,-6.582215838340324e-08,6.582215838340324e-08
Date_2018-08-28,-6.578219317106002e-08,6.578219317106002e-08
Date_2012-10-08,6.577760801149086e-08,6.577760801149086e-08
Date_2012-04-20,6.567082390213059e-08,6.567082390213059e-08
Date_2012-06-02,6.564315618831022e-08,6.564315618831022e-08
Date_2017-08-02,6.559794758019914e-08,6.559794758019914e-08
Date_2015-07-17,6.55897067914328e-08,6.55897067914328e-08
Date_2019-08-19,-6.558056162999953e-08,6.558056162999953e-08
Date_2021-06-22,-6.554753983581636e-08,6.554753983581636e-08
Date_2017-08-20,6.546471797800993e-08,6.546471797800993e-08
Date_2012-07-06,6.544499674062136e-08,6.544499674062136e-08
Date_2018-11-05,6.536306512608625e-08,6.536306512608625e-08
Date_2019-10-27,-6.522102544957406e-08,6.522102544957406e-08
Date_2016-08-22,-6.517732519178361e-08,6.517732519178361e-08
Date_2013-03-02,-6.50868478567682e-08,6.50868478567682e-08
Date_2014-04-08,-6.504844918441007e-08,6.504844918441007e-08
Date_2019-09-27,-6.495175613769057e-08,6.495175613769057e-08
Date_2012-11-06,-6.491575009134061e-08,6.491575009134061e-08
Date_2017-02-09,-6.491484531090826e-08,6.491484531090826e-08
Date_2015-06-10,6.490765124116273e-08,6.490765124116273e-08
Date_2022-11-12,6.488530396129964e-08,6.488530396129964e-08
Date_2016-01-11,6.480501860093952e-08,6.480501860093952e-08
Date_2018-03-15,6.479177412709036e-08,6.479177412709036e-08
Date_2015-10-22,6.459091704888574e-08,6.459091704888574e-08
Date_2015-08-01,6.457512831918105e-08,6.457512831918105e-08
Date_2017-09-29,6.445856106756065e-08,6.445856106756065e-08
Date_2018-05-25,-6.444281318232106e-08,6.444281318232106e-08
Date_2013-07-06,-6.442439024828312e-08,6.442439024828312e-08
Date_2019-04-29,6.437331387863862e-08,6.437331387863862e-08
Date_2013-07-12,6.431279275914425e-08,6.431279275914425e-08
Date_2015-06-16,-6.429481708312096e-08,6.429481708312096e-08
Date_2014-01-05,6.42851747937625e-08,6.42851747937625e-08
Date_2013-08-12,6.428260061630391e-08,6.428260061630391e-08
Date_2021-06-05,-6.428004561246333e-08,6.428004561246333e-08
Date_2021-02-04,6.421106194670872e-08,6.421106194670872e-08
Date_2018-04-26,6.41989196783436e-08,6.41989196783436e-08
Date_2022-01-18,6.417862816820929e-08,6.417862816820929e-08
Date_2022-12-16,-6.416115700066307e-08,6.416115700066307e-08
Date_2012-04-29,6.407442579355089e-08,6.407442579355089e-08
Date_2019-11-14,6.400941291220728e-08,6.400941291220728e-08
Date_2011-11-26,-6.398084352621142e-08,6.398084352621142e-08
Date_2015-07-14,-6.397234228209745e-08,6.397234228209745e-08
Date_2013-02-04,-6.386454014807869e-08,6.386454014807869e-08
Date_2014-05-29,6.3859048138592e-08,6.3859048138592e-08
Date_2014-06-01,-6.385187937443453e-08,6.385187937443453e-08
Date_2013-10-14,-6.37968048549765e-08,6.37968048549765e-08
Date_2013-01-01,6.379326605165395e-08,6.379326605165395e-08
Date_2018-04-02,6.376876186716994e-08,6.376876186716994e-08
Date_2016-07-10,-6.376805878357635e-08,6.376805878357635e-08
Date_2015-09-01,6.37224139369469e-08,6.37224139369469e-08
Date_2021-12-10,6.365256511092972e-08,6.365256511092972e-08
Date_2018-02-26,6.363750610117276e-08,6.363750610117276e-08
Date_2014-10-24,-6.362811659676723e-08,6.362811659676723e-08
Date_2011-06-12,6.359354919311721e-08,6.359354919311721e-08
Date_2011-12-18,6.358142927917622e-08,6.358142927917622e-08
Date_2012-05-24,6.3572946073017e-08,6.3572946073017e-08
Date_2015-05-25,6.355320023638016e-08,6.355320023638016e-08
Date_2022-05-24,-6.354231801003812e-08,6.354231801003812e-08
Date_2019-08-20,-6.35106434861633e-08,6.35106434861633e-08
Date_2014-09-14,6.345568964204377e-08,6.345568964204377e-08
Date_2018-01-30,6.343228975003632e-08,6.343228975003632e-08
Date_2020-10-04,6.339115470527268e-08,6.339115470527268e-08
Date_2010-11-23,6.338578410738982e-08,6.338578410738982e-08
Date_2020-04-21,-6.333538487359756e-08,6.333538487359756e-08
Date_2022-06-28,6.331693733057019e-08,6.331693733057019e-08
Date_2022-10-20,-6.318710417886153e-08,6.318710417886153e-08
Date_2018-11-12,-6.318574845788834e-08,6.318574845788834e-08
Date_2013-06-29,6.31357005397108e-08,6.31357005397108e-08
Date_2017-07-19,-6.313487405450388e-08,6.313487405450388e-08
Date_2018-11-08,-6.312503795351631e-08,6.312503795351631e-08
Date_2012-12-20,-6.306502600414648e-08,6.306502600414648e-08
Date_2014-08-05,6.305796310347163e-08,6.305796310347163e-08
Date_2016-12-30,6.304956998035731e-08,6.304956998035731e-08
Date_2020-06-29,-6.29852024994539e-08,6.29852024994539e-08
Date_2023-01-28,6.291869519215386e-08,6.291869519215386e-08
Date_2018-07-13,-6.291371062689258e-08,6.291371062689258e-08
Date_2016-02-26,6.290765870601702e-08,6.290765870601702e-08
Date_2012-09-15,6.288270904142101e-08,6.288270904142101e-08
Date_2011-02-14,-6.284285608639321e-08,6.284285608639321e-08
Date_2022-02-04,-6.263495622194608e-08,6.263495622194608e-08
Date_2014-03-18,6.259134134239851e-08,6.259134134239851e-08
Date_2018-08-02,-6.25707940743166e-08,6.25707940743166e-08
Date_2011-07-15,6.252655332930375e-08,6.252655332930375e-08
Date_2012-06-23,6.24998096457664e-08,6.24998096457664e-08
Date_2012-07-14,-6.248311925343955e-08,6.248311925343955e-08
Date_2021-12-14,6.243576278318311e-08,6.243576278318311e-08
Date_2016-01-02,-6.239122203466857e-08,6.239122203466857e-08
Date_2011-07-17,6.237987495353756e-08,6.237987495353756e-08
Date_2012-11-01,6.237941741854702e-08,6.237941741854702e-08
Date_2013-08-21,-6.235483819063928e-08,6.235483819063928e-08
Date_2017-04-18,-6.229376225556976e-08,6.229376225556976e-08
Date_2012-07-13,6.224717765579461e-08,6.224717765579461e-08
Date_2022-04-27,-6.216611870856819e-08,6.216611870856819e-08
Date_2020-12-01,-6.209629251974699e-08,6.209629251974699e-08
Date_2014-02-27,6.202732449388262e-08,6.202732449388262e-08
Date_2014-05-28,-6.198457363662121e-08,6.198457363662121e-08
Date_2011-02-17,-6.190179314346746e-08,6.190179314346746e-08
Date_2014-06-02,6.184859917061791e-08,6.184859917061791e-08
Date_2014-01-20,6.183230471388541e-08,6.183230471388541e-08
Date_2021-07-15,6.181717666567436e-08,6.181717666567436e-08
Date_2021-09-12,-6.177364226032515e-08,6.177364226032515e-08
Date_2015-02-07,-6.170004835764478e-08,6.170004835764478e-08
Date_2012-02-22,-6.168405886106156e-08,6.168405886106156e-08
Date_2015-12-19,-6.166085476947104e-08,6.166085476947104e-08
Date_2013-11-13,-6.164136603365015e-08,6.164136603365015e-08
Date_2016-02-15,-6.161539864452472e-08,6.161539864452472e-08
Date_2015-04-06,6.152086301406562e-08,6.152086301406562e-08
Date_2017-11-02,-6.146905632110075e-08,6.146905632110075e-08
Date_2016-01-25,-6.146439979735243e-08,6.146439979735243e-08
Date_2013-01-24,-6.139602683553023e-08,6.139602683553023e-08
Date_2023-01-17,6.137169765578138e-08,6.137169765578138e-08
Date_2012-02-16,-6.137009991265136e-08,6.137009991265136e-08
Date_2019-06-16,6.133781847060107e-08,6.133781847060107e-08
Date_2020-01-20,6.129837920098903e-08,6.129837920098903e-08
Date_2014-01-04,6.129754873898982e-08,6.129754873898982e-08
Date_2022-08-08,6.109464487825803e-08,6.109464487825803e-08
Date_2017-05-31,6.103973400560262e-08,6.103973400560262e-08
Date_2012-01-13,6.102057280790902e-08,6.102057280790902e-08
Date_2020-07-08,-6.100180399790736e-08,6.100180399790736e-08
Date_2020-11-26,6.096666284656219e-08,6.096666284656219e-08
Date_2022-12-21,6.083208895368281e-08,6.083208895368281e-08
Date_2010-07-19,6.080085720709512e-08,6.080085720709512e-08
Date_2013-03-01,-6.070855283548525e-08,6.070855283548525e-08
Date_2010-12-28,6.06133435129246e-08,6.06133435129246e-08
Date_2013-06-05,-6.058968622611482e-08,6.058968622611482e-08
Date_2010-06-19,6.058960442174467e-08,6.058960442174467e-08
Date_2017-06-29,-6.05752156876133e-08,6.05752156876133e-08
Date_2019-11-03,6.057463773421164e-08,6.057463773421164e-08
Date_2017-05-19,-6.057057322563606e-08,6.057057322563606e-08
Date_2011-02-12,-6.052346550969949e-08,6.052346550969949e-08
Date_2011-06-18,-6.047788315275705e-08,6.047788315275705e-08
Date_2022-01-17,6.04657091724451e-08,6.04657091724451e-08
Date_2016-09-18,-6.041055701437037e-08,6.041055701437037e-08
Date_2014-01-15,6.038158829103483e-08,6.038158829103483e-08
Date_2017-05-21,-6.037744186590344e-08,6.037744186590344e-08
Date_2022-07-02,-6.036225586285602e-08,6.036225586285602e-08
Date_2018-09-02,-6.031357551425926e-08,6.031357551425926e-08
Date_2019-08-01,-6.030691225793449e-08,6.030691225793449e-08
Date_2013-04-09,-6.01986670856409e-08,6.01986670856409e-08
Date_2015-01-02,6.017350734452739e-08,6.017350734452739e-08
Date_2015-01-24,6.014555806579041e-08,6.014555806579041e-08
Date_2015-07-07,6.011872585117837e-08,6.011872585117837e-08
Date_2017-06-28,-6.011726043652538e-08,6.011726043652538e-08
Date_2013-04-13,-6.008698394663433e-08,6.008698394663433e-08
Date_2013-09-13,6.002229463251942e-08,6.002229463251942e-08
Date_2013-03-04,-6.00131253268013e-08,6.00131253268013e-08
Date_2011-01-10,5.999552170417001e-08,5.999552170417001e-08
Date_2010-12-13,5.9980598058496e-08,5.9980598058496e-08
Date_2015-11-08,5.993314499914085e-08,5.993314499914085e-08
Date_2016-11-22,5.985208255461456e-08,5.985208255461456e-08
Date_2020-01-09,5.984226932269839e-08,5.984226932269839e-08
Date_2015-02-17,-5.983913379483388e-08,5.983913379483388e-08
Date_2017-09-15,5.976007833323332e-08,5.976007833323332e-08
Date_2010-11-24,5.968380836103756e-08,5.968380836103756e-08
Date_2020-01-21,-5.967807105437492e-08,5.967807105437492e-08
Date_2021-10-06,5.967627091613283e-08,5.967627091613283e-08
Date_2019-11-17,5.965383412553282e-08,5.965383412553282e-08
Date_2013-03-05,-5.963559331016234e-08,5.963559331016234e-08
Date_2014-06-04,5.959056533205191e-08,5.959056533205191e-08
Date_2011-05-28,5.948286748173326e-08,5.948286748173326e-08
Date_2017-01-08,-5.9474677012206983e-08,5.9474677012206983e-08
Date_2017-12-04,-5.9425934112752795e-08,5.9425934112752795e-08
Date_2016-02-06,-5.933810573054858e-08,5.933810573054858e-08
Date_2019-07-31,-5.9314681179422065e-08,5.9314681179422065e-08
Date_2017-09-25,5.927181994881381e-08,5.927181994881381e-08
Date_2018-03-19,-5.9197981893268845e-08,5.9197981893268845e-08
Date_2011-02-15,5.9170145937647853e-08,5.9170145937647853e-08
Date_2014-04-01,5.909707479702803e-08,5.909707479702803e-08
Date_2012-09-27,-5.905109062008907e-08,5.905109062008907e-08
Date_2017-06-23,5.903893362614665e-08,5.903893362614665e-08
Date_2015-04-08,-5.9038365495932447e-08,5.9038365495932447e-08
Date_2013-06-04,5.902907337619881e-08,5.902907337619881e-08
Date_2019-02-27,5.900445716258654e-08,5.900445716258654e-08
Date_2012-03-26,5.896987105527151e-08,5.896987105527151e-08
Date_2017-07-26,5.89303194127813e-08,5.89303194127813e-08
Date_2022-03-17,-5.883463172913998e-08,5.883463172913998e-08
Date_2015-06-22,5.881856681429798e-08,5.881856681429798e-08
Date_2017-11-27,5.877509263877156e-08,5.877509263877156e-08
Date_2013-03-31,-5.876842625029674e-08,5.876842625029674e-08
Date_2023-01-19,-5.873579023817403e-08,5.873579023817403e-08
Date_2020-09-07,5.8726450071631244e-08,5.8726450071631244e-08
Date_2014-01-07,5.869107032098596e-08,5.869107032098596e-08
Date_2018-06-12,5.868045899879944e-08,5.868045899879944e-08
Date_2015-01-21,-5.8667476742078886e-08,5.8667476742078886e-08
Date_2014-11-03,5.86616748424332e-08,5.86616748424332e-08
Date_2012-03-12,5.859601762492199e-08,5.859601762492199e-08
Date_2017-03-13,-5.856361904366629e-08,5.856361904366629e-08
Date_2021-12-13,5.8510742667427635e-08,5.8510742667427635e-08
Date_2016-01-30,-5.8504905255093785e-08,5.8504905255093785e-08
Date_2013-01-12,5.847955846617108e-08,5.847955846617108e-08
Date_2017-04-24,5.846101529947386e-08,5.846101529947386e-08
Date_2012-03-10,5.8378498905163675e-08,5.8378498905163675e-08
Date_2018-04-29,5.8328078576292044e-08,5.8328078576292044e-08
Date_2020-12-05,5.827607501730407e-08,5.827607501730407e-08
Date_2013-04-22,-5.822091827625212e-08,5.822091827625212e-08
Date_2016-09-30,5.81898405003348e-08,5.81898405003348e-08
Date_2019-04-15,-5.8150382365975624e-08,5.8150382365975624e-08
Date_2021-04-16,5.8123067818276684e-08,5.8123067818276684e-08
Date_2012-09-04,-5.79399649276373e-08,5.79399649276373e-08
Date_2018-09-22,-5.791886261047159e-08,5.791886261047159e-08
Date_2012-10-16,-5.790427507232772e-08,5.790427507232772e-08
Date_2022-04-10,5.789666631191381e-08,5.789666631191381e-08
Date_2020-01-27,-5.78707040563765e-08,5.78707040563765e-08
Date_2020-07-11,-5.7844673495987426e-08,5.7844673495987426e-08
Date_2017-10-08,-5.78152409399611e-08,5.78152409399611e-08
Date_2017-02-19,-5.774295491591056e-08,5.774295491591056e-08
Date_2016-07-06,5.773237868705731e-08,5.773237868705731e-08
Date_2019-09-16,-5.768767626209422e-08,5.768767626209422e-08
Date_2017-07-03,5.76767294022244e-08,5.76767294022244e-08
Date_2020-12-18,-5.766938224978147e-08,5.766938224978147e-08
Date_2012-07-25,-5.763607029929021e-08,5.763607029929021e-08
Date_2017-09-17,-5.754383238123274e-08,5.754383238123274e-08
Date_2021-11-05,5.751070580513653e-08,5.751070580513653e-08
Date_2015-01-09,5.748165852224733e-08,5.748165852224733e-08
Date_2021-09-28,-5.739993551172738e-08,5.739993551172738e-08
Date_2019-08-27,5.7363334646839896e-08,5.7363334646839896e-08
